FlyBaseID,GeneType,GeneLength (5'-3'intron included),Isoform Number,Exon Number,AverageExon Length,Average Intron Length,Average5UTR Length,Average3UTR Length,Average CDS Length,GC Content,Purine Content,CodonUsageBias ,stAI,EP1,ESI1,EP2,ESI2,EP3,ESI3,EP4,ESI4
FBgn0042180,old singleton,3063,2,4,978,63,180,1290,1005,0.5625,0.487103175,0.12876,0.4211,3.562051282,0.747885517,2.275862069,0.897058824,139,0.771153846,260,0.851513019
FBgn0034639,old singleton,4679,1,3,381,1768,267,261,612,0.57398374,0.474796748,0.126925,0.453,7.066153846,0.87418436,5.620689655,0.827806122,193,0.626068376,362,0.554376658
FBgn0034657,old singleton,3561,3,5,687.2,311,115.25,398,2173,0.570080863,0.469901168,0.139738,0.4478,3.139230769,0.848509934,7.137931034,0.835907336,296,0.746548323,1142,0.804194394
FBgn0050404,old singleton,3184,3,5,496.8,538,113.5,638,647,0.558752998,0.522781775,0.144155,0.4105,20.25051282,0.778066613,35.89655172,0.766304348,743,0.430441899,1174,0.563753007
FBgn0034684,old singleton,2614,2,7,253.8571429,196.8,69,291,1209,0.498389694,0.520933977,0.131628,0.3802,1.692307692,0.998097396,1.896551724,0.967980296,52,0.816239316,116,0.834482759
FBgn0025519,old singleton,2336,1,7,282.4285714,59.83333333,119,70,1785,0.515100671,0.567114094,0.124541,0.4553,3.76025641,0.530273305,11.93103448,0.578042328,318,0.528846154,389,0.537675607
FBgn0050467,old singleton,1840,1,2,891,58,139,77,1563,0.533844189,0.551085568,0.131143,0.439,2.491025641,0.690806741,6.310344828,0.793650794,236,0.606227106,375,0.753373313
FBgn0000996,old singleton,4370,2,4,858.5,616,402,317,2229,0.549283154,0.530017921,0.149425,0.4631,2.65025641,0.920355525,19.4137931,0.933647571,1004,0.770299145,1245,0.755709807
FBgn0034001,old singleton,594,1,1,594,0,53,40,498,0.526946108,0.552894212,0.137244,0.4336,7.736666667,0.457936179,3.344827586,0.602678571,134,0.523076923,618,0.527093596
FBgn0033995,old singleton,2136,1,7,254.2857143,59.33333333,170,242,1365,0.437134503,0.460526316,0.0647699,0.3878,11.40333333,0.665655665,2.689655172,0.782467532,127,0.68956044,264,0.579310345
FBgn0033994,old singleton,1850,2,6,355.1666667,70.2,106,369,915,0.469498911,0.551198257,0.104911,0.3922,1.570769231,0.638790486,3.068965517,0.908571429,125,0.717948718,82,0.777429467
FBgn0033989,old singleton,4571,1,5,366.8,684.25,115,272,1329,0.511261261,0.513513514,0.129695,0.429,10.50179487,0.701378862,6.310344828,0.738636364,287,0.693509615,558,0.468559838
FBgn0033961,old singleton,557,1,2,238.5,80,69,66,339,0.596491228,0.505847953,0.247753,0.5659,103.4605128,0.578701095,25.62068966,0.667162698,1194,0.676862508,3561,0.586332746
FBgn0015602,old singleton,2162,3,4,565.25,563.5,234.6666667,223,847,0.545774648,0.545774648,0.126861,0.4076,9.262307692,0.621285852,20.20689655,0.763914657,717,0.607572115,1246,0.640303701
FBgn0001319,old singleton,34412,5,18,294.1666667,1942.722222,300,983.3333333,1740.6,0.585990338,0.497584541,0.0978011,0.4127,0.958717949,0.858977802,2.344827586,0.862244898,15,0.75,129,0.737931034
FBgn0033960,old singleton,2952,4,6,952.6666667,277.75,86.5,135,2013,0.555555556,0.536955458,0.150184,0.4495,1.262307692,0.858283842,5.310344828,0.839285714,71,0.583333333,150,0.711206897
FBgn0033935,old singleton,2027,1,1,2027,0,82,235,1707,0.532163743,0.523976608,0.105433,0.4174,3.169230769,0.472204788,4.931034483,0.813664596,203,0.604700855,226,0.765755054
FBgn0050077,old singleton,733,1,2,337.5,58,65,166,441,0.556306306,0.565315315,0.203533,0.4339,8.093076923,0.418259228,5.689655172,0.446428571,188,0.70979021,521,0.473060345
FBgn0050076,old singleton,2223,1,3,609.6666667,197,114,287,1425,0.539915966,0.572829132,0.121072,0.432,0.122307692,0.793859649,3.034482759,0.990165631,23,0.970414201,56,0.995073892
FBgn0033924,old singleton,3444,1,5,596.8,115,151,406,2424,0.50473836,0.519571487,0.088593,0.4181,12.9374359,0.625292089,8.413793103,0.577067669,281,0.588141026,351,0.484326019
FBgn0033929,old singleton,2426,4,9,303.8888889,99.57142857,109.6,121,1755,0.524459613,0.536973834,0.0897414,0.4345,7.548205128,0.625755184,12.5862069,0.739448052,496,0.442307692,935,0.538461538
FBgn0033925,old singleton,1513,1,2,664,185,83,402,840,0.583629893,0.506524318,0.114131,0.3799,5.384102564,0.833376213,18.34482759,0.801146384,408,0.478021978,599,0.612948628
FBgn0000662,old singleton,4930,4,8,461.25,1311.714286,263.8333333,531,1329,0.572315332,0.55679702,0.149421,0.4571,9.604102564,0.50616581,30.4137931,0.656196213,719,0.569752282,1024,0.619066937
FBgn0033850,old singleton,1607,1,2,706,195,210,74,1125,0.616134752,0.529255319,0.138694,0.4083,0.181794872,0.819005848,0,0.785671573,10,0.983516484,20,0.896551724
FBgn0033851,old singleton,1072,1,1,1072,0,102,544,423,0.622065728,0.525821596,0.20445,0.4537,0.358974359,0.864015766,0,0.785671573,5,0.974358974,8,0.75862069
FBgn0053138,old singleton,3396,1,4,580.5,358,119,145,2055,0.56851312,0.506316812,0.105292,0.4794,44.12948718,0.820961949,26.89655172,0.67393321,1944,0.818552036,1418,0.793613046
FBgn0033794,old singleton,2945,1,4,694.5,55.66666667,83,91,2601,0.552227343,0.498463902,0.104909,0.4574,1.643076923,0.998438193,3.206896552,0.981264637,74,0.848717949,233,0.855938697
FBgn0022764,old singleton,17678,10,21,562.5238095,1194.571429,338.6,652.4285714,5744.4,0.537816481,0.539751653,0.0790456,0.3868,16.91051282,0.446445214,17.89655172,0.75487013,544,0.62,1094,0.544558889
FBgn0033754,old singleton,834,1,3,237,61.5,121,62,525,0.450757576,0.570075758,0.171522,0.4073,4.857179487,0.693982456,4.24137931,0.816071429,129,0.542307692,225,0.603448276
FBgn0033723,old singleton,813,1,2,375.5,62,5,35,708,0.541490858,0.541490858,0.171014,0.412,2.503076923,0.966011861,2.482758621,0.94047619,72,0.954545455,131,0.92430614
FBgn0033713,old singleton,3752,3,5,1006.2,100.3333333,116,810,2511,0.550914877,0.501988862,0.0841274,0.4327,5.515897436,0.569041748,6.068965517,0.850840336,244,0.630434783,420,0.771159875
FBgn0033686,old singleton,7043,1,3,524.3333333,2735,50,347,1173,0.462585034,0.522959184,0.120558,0.4223,4.378974359,0.851239415,2.482758621,0.852040816,93,0.680769231,123,0.708222812
FBgn0033702,old singleton,4850,2,4,692.75,1611,235.6666667,245,1176,0.603901612,0.513146735,0.153483,0.4267,0.957179487,0.797325482,2.137931034,0.888095238,66,0.756410256,293,0.840185676
FBgn0033698,old singleton,6481,1,9,655.1111111,73.125,24,199,5670,0.515423938,0.522122334,0.0916796,0.4363,7.094102564,0.582094345,5.862068966,0.630952381,195,0.538461538,247,0.628899836
FBgn0033688,old singleton,8741,1,14,531.5714286,99.92307692,66,119,7188,0.51689612,0.50716173,0.0968399,0.4684,11.46128205,0.624577581,15.82758621,0.775510204,533,0.665734266,1163,0.75006114
FBgn0033653,old singleton,1753,1,3,447.6666667,205,71,300,969,0.563786008,0.481481481,0.129435,0.4583,6.778461538,0.579791906,3.206896552,0.733766234,175,0.642533937,475,0.644499179
FBgn0033665,old singleton,1878,1,1,1878,0,445,407,1023,0.57797271,0.5,0.169217,0.4584,11.62794872,0.899896855,13.34482759,0.926020408,277,0.411764706,462,0.485136742
FBgn0037084,old singleton,2942,3,8,465.75,329,253.4,449.3333333,888,0.534313725,0.518627451,0.0886211,0.3855,14.41923077,0.659011639,38.13793103,0.61550152,805,0.454281567,570,0.625
FBgn0033580,old singleton,840,1,2,353.5,133,79,325,300,0.600660066,0.392739274,0.249717,0.4075,0.262820513,0.862838915,0.137931034,0.988095238,6,0.961538462,3404,0.995845724
FBgn0024956,old singleton,1213,1,1,1213,0,109,141,960,0.555555556,0.562824507,0.176619,0.4823,4.882564103,0.60344215,12.24137931,0.809311224,422,0.574725275,334,0.772727273
FBgn0033507,old singleton,1031,1,1,1031,0,122,63,843,0.527186761,0.586288416,0.194932,0.5253,2.856410256,0.837547023,11.10344828,0.866596639,433,0.622115385,621,0.671537113
FBgn0000715,old singleton,4164,1,2,713.5,2737,108,275,1041,0.578544061,0.545019157,0.201551,0.4375,7.448974359,0.96732204,3.24137931,0.755952381,68,0.776923077,61,0.872679045
FBgn0033480,old singleton,593,2,2,526.5,0,97.5,54,372,0.581333333,0.533333333,0.196953,0.4446,24.58871795,0.601828162,10.55172414,0.787337662,477,0.611806798,1168,0.566158781
FBgn0033481,old singleton,1962,1,4,326.75,218.3333333,84,104,1116,0.53976765,0.504915103,0.169767,0.4837,0.205128205,0.899492708,0.068965517,1,14,0.971153846,119,0.970366379
FBgn0033482,old singleton,4665,1,6,645,159,40,230,3597,0.520555556,0.503055556,0.132193,0.4704,14.64692308,0.556260492,11.55172414,0.661830357,360,0.543956044,1098,0.423804227
FBgn0033467,old singleton,614,1,2,281,52,57,106,396,0.438596491,0.606516291,0.166078,0.3888,5.321282051,0.609421454,5.75862069,0.76461039,163,0.753496503,176,0.75862069
FBgn0033447,old singleton,4125,3,11,481.6363636,77,81,83,3403,0.55449827,0.571222607,0.122,0.4454,0.28025641,0.9819282,1.862068966,0.951863354,41,0.775641026,55,0.655172414
FBgn0033446,old singleton,9080,3,5,418.6,2582.333333,110.5,331.5,692,0.639484979,0.603719599,0.334763,0.5626,99.9174359,0.826897548,123.8275862,0.780744107,3236,0.753652526,3007,0.770641397
FBgn0017558,old singleton,8200,4,9,413.2222222,1147.5,811,325,1247.25,0.533490938,0.490149724,0.100408,0.4591,36.85025641,0.67857765,18.03448276,0.669467787,568,0.541958042,891,0.54679803
FBgn0033428,old singleton,1484,1,3,433,92.5,144,84,1068,0.58356676,0.521008403,0.106693,0.4593,25.64871795,0.624243326,27.10344828,0.603846154,1081,0.476611227,1706,0.342393509
FBgn0010342,old singleton,1878,1,2,907,64,162,329,1320,0.558578987,0.53968254,0.165251,0.4358,4.621282051,0.85842571,35.82758621,0.849246231,1211,0.685606061,1844,0.786099138
FBgn0050338,old singleton,5461,1,2,519.5,4422,58.5,55,864,0.538638985,0.544405998,0.121392,0.4015,2.444102564,0.626885686,2.172413793,0.885714286,64,0.628205128,98,0.471264368
FBgn0033429,old singleton,605,2,4,244.75,56,49,89,381,0.547785548,0.503496503,0.171375,0.368,9.302564103,0.740893714,1.413793103,0.669642857,99,0.766483516,216,0.502463054
FBgn0028836,old singleton,7545,1,5,237.2,1589.75,78,271,834,0.538829152,0.541218638,0.152557,0.5128,15.04846154,0.782211574,45.20689655,0.782625483,841,0.404223228,1100,0.521901212
FBgn0050373,old singleton,870,2,4,205.75,75,82,65,474,0.58490566,0.536687631,0.166427,0.461,15.90128205,0.566993053,12,0.557692308,540,0.519230769,790,0.442278861
FBgn0010504,old singleton,9737,5,6,725.3333333,4280.25,270,355,1008,0.587537092,0.529179031,0.130635,0.4245,12.24153846,0.930211726,34.17241379,0.957237884,603,0.411642412,822,0.623688156
FBgn0023171,old singleton,1327,2,5,221.6,76,31,75,970.5,0.503992016,0.576846307,0.141524,0.4108,5.606923077,0.848598875,10.65517241,0.667857143,333,0.456293706,496,0.606896552
FBgn0033206,old singleton,1782,1,1,1782,0,84,153,1542,0.558576052,0.517152104,0.110984,0.4296,7.458974359,0.294455067,7.896551724,0.721153846,325,0.538461538,457,0.668003208
FBgn0004133,old singleton,6592,3,6,525,1291.5,206,302,1925,0.58501292,0.520413437,0.135031,0.4312,5.494871795,0.901021995,9.931034483,0.877472527,146,0.794314381,477,0.705517241
FBgn0004132,old singleton,866,1,2,352,162,76,85,540,0.576427256,0.55985267,0.186492,0.4998,16.64538462,0.680217308,22.37931034,0.572142857,765,0.503496503,1314,0.611021592
FBgn0033188,old singleton,6864,4,7,504.5714286,1943.4,192.2,478.5,1182.75,0.618390805,0.485823755,0.135928,0.4836,82.57076923,0.693360877,42.17241379,0.788942696,1845,0.658988071,2919,0.854741379
FBgn0033169,old singleton,2180,1,2,1061,58,73,51,1995,0.530530531,0.53003003,0.124255,0.4447,3.132820513,0.523144716,8.965517241,0.770408163,357,0.703564728,573,0.595402299
FBgn0033166,old singleton,10970,4,13,557.3076923,856.1111111,569.1666667,858,1471.5,0.556435644,0.536633663,0.206279,0.4186,7.793589744,0.559102927,13.17241379,0.59562212,347,0.504615385,631,0.516420361
FBgn0033153,old singleton,1495,1,1,1495,0,260,743,489,0.638211382,0.506097561,0.159373,0.5836,7.51,0.8436272,15.4137931,0.838624339,881,0.847023033,315,0.869905956
FBgn0005278,old singleton,7530,12,19,275.5263158,735.875,145.6363636,712.4285714,1024.5,0.517522412,0.524857376,0.0777524,0.4655,92.35128205,0.818643618,47.4137931,0.710501419,1871,0.634183232,2983,0.564792946
FBgn0034279,old singleton,2182,1,3,691,54.5,83,40,1947,0.527692308,0.485641026,0.0953894,0.4182,1.74,0.920208275,2.551724138,0.925595238,147,0.603550296,81,0.780564263
FBgn0034277,old singleton,2497,2,5,535.2,89.5,189,107,1900.5,0.51496063,0.491338583,0.154034,0.4714,41.41564103,0.836253518,34.75862069,0.769047619,1024,0.575113122,2375,0.633029074
FBgn0036911,old singleton,1883,4,13,133.6153846,55.8,126.5,105.6,998.25,0.480965645,0.496750232,0.123352,0.4443,9.375641026,0.498773661,17.13793103,0.665922619,396,0.452662722,331,0.463793103
FBgn0050159,old singleton,1626,3,4,519.25,62.5,224.5,459,717,0.623611111,0.505555556,0.17797,0.4477,16.09153846,0.505830444,6.827586207,0.72826087,402,0.608974359,826,0.475997295
FBgn0050423,old singleton,890,1,4,163.75,78.33333333,85,189,378,0.514435696,0.419947507,0.172985,0.4661,79.2925641,0.671953889,26.4137931,0.753681885,1002,0.811764706,3128,0.565517241
FBgn0015925,old singleton,2308,2,7,351.1428571,59,95,85,1822.5,0.491543917,0.514457174,0.0940947,0.4286,5.897692308,0.862768242,5.793103448,0.873552124,262,0.635384615,454,0.744572158
FBgn0025613,old singleton,4729,2,5,886,734.3333333,234.4,66,1560,0.607305936,0.511415525,0.110638,0.3998,0.020512821,0.909356725,0,0.785671573,2,1,6,0.931034483
FBgn0030161,old singleton,11614,2,6,237.3333333,4079.2,144.6666667,426,561,0.475177305,0.546099291,0.132954,0.4103,0.311025641,0.826809211,0.172413793,0.991071429,7,0.948717949,74,0.932413793
FBgn0046258,old singleton,6829,1,4,473.5,1645,224,677,990,0.588116818,0.532729104,0.191605,0.4297,0.826410256,0.840723252,4.689655172,0.917247387,151,0.95890411,503,0.914032567
FBgn0031690,old singleton,2687,4,10,314.8,90,229.5,94,1476,0.517647059,0.503267974,0.108912,0.4143,7.755128205,0.988411177,8.206896552,0.969822813,177,0.868269231,312,0.855172414
FBgn0010316,old singleton,3936,1,3,843.3333333,703,619,1173,735,0.559620596,0.504065041,0.184787,0.3736,6.667692308,0.803701674,7.068965517,0.869318182,263,0.649408284,799,0.900084104
FBgn0033403,old singleton,42360,1,4,2029.25,11414.33333,597,1849,2625,0.613394216,0.506468798,0.141768,0.3882,0.897179487,0.885737244,7.034482759,0.858013937,37,0.753846154,39,0.698275862
FBgn0031646,old singleton,2898,4,8,283.75,681.5,76,255.5,765,0.528645833,0.5234375,0.19649,0.4359,1.013076923,0.841637842,0.413793103,0.821428571,40,0.928571429,287,0.884535005
FBgn0031664,old singleton,2080,4,6,1301.5,86,201.5,159,1488,0.584171697,0.519114688,0.145135,0.4539,4.055897436,0.818392134,8.068965517,0.747536946,224,0.55982906,468,0.640874685
FBgn0051961,old singleton,1544,2,3,520,139,108.6666667,166,1065,0.495318352,0.520599251,0.122993,0.4529,5.641282051,0.435526316,14.82758621,0.722303207,346,0.688259109,361,0.645474138
FBgn0041707,old singleton,1196,2,3,703.3333333,55.5,152,165,820.5,0.581227437,0.515042118,0.140044,0.4788,40.79461538,0.864468954,37.03448276,0.839010989,505,0.831833061,864,0.707086017
FBgn0053111,old singleton,17524,5,12,251.75,1854.230769,180.6,387.75,1341.6,0.534237726,0.571059432,0.161249,0.4843,7.082564103,0.596962726,12.03448276,0.88907563,318,0.707900208,426,0.544827586
FBgn0039348,old singleton,13650,3,10,287.3,1439.25,111,257,1900,0.551301685,0.50229709,0.130344,0.4801,35.75538462,0.908537069,38.82758621,0.85208741,2375,0.853550296,2204,0.848663688
FBgn0005677,old singleton,19487,6,14,375,3244.375,313.5,1109,3213.5,0.604436229,0.536660505,0.136735,0.4051,1.733589744,0.89091164,5.724137931,0.861344538,75,0.717948718,176,0.677484787
FBgn0037747,old singleton,2194,2,3,502,490,224,601,519,0.553072626,0.508379888,0.131681,0.4613,16.80974359,0.507143197,13.93103448,0.634920635,524,0.58041958,607,0.646871009
FBgn0004407,old singleton,1624,1,2,785,54,477,7,1083,0.493554328,0.502762431,0.0980591,0.3709,13.53667056,0.748722088,13.4137931,0.726984127,357,0.52991453,526,0.409036861
FBgn0034618,old singleton,7171,6,13,481.3076923,616.8181818,85.2,167,4682,0.542944785,0.505112474,0.0892443,0.4381,16.48410256,0.874190129,16.62068966,0.710916442,643,0.857944975,821,0.800512967
FBgn0052831,old singleton,1962,4,7,428.7142857,154.6,103,451.5,848.25,0.594771242,0.527233115,0.196583,0.419,2.754102564,0.6630023,6.275862069,0.826036866,253,0.649230769,615,0.775862069
FBgn0044419,old singleton,4635,4,11,426.4545455,242.625,60,536,525.75,0.531876138,0.491803279,0.153474,0.42,23.06897436,0.611019304,3.24137931,0.777472527,168,0.541420118,945,0.904657233
FBgn0035198,old singleton,3975,3,7,592.2857143,204.2,444.4,247,973,0.581581582,0.570570571,0.211426,0.5018,27.34435897,0.999050709,67.10344828,0.972818358,1447,0.796488294,2274,0.884264764
FBgn0033693,old singleton,2868,1,3,748.3333333,311.5,157,554,423,0.579812207,0.558685446,0.169184,0.4851,13.53667056,0.748722088,4.310344828,0.756696429,161,0.562130178,60,0.689655172
FBgn0004507,old singleton,6484,2,5,691.4,1113.333333,199,283.5,2532,0.572781065,0.511637081,0.153353,0.565,75.63871795,0.795818416,207.3103448,0.814814815,9561,0.717018558,7455,0.727351378
FBgn0038131,old singleton,1584,1,2,550,484,38,102,957,0.542708333,0.528125,0.137374,0.4064,0.01,0.979665072,1.344827586,0.9921875,51,0.993881119,386,0.99954747
FBgn0010406,old singleton,1862,1,2,831.5,199,81,604,975,0.515337423,0.513292434,0.124783,0.423,26.19461538,0.478558101,13.93103448,0.665750916,504,0.642857143,936,0.625927543
FBgn0031285,old singleton,3049,4,8,617.125,349.75,623.6666667,297,919.5,0.594791667,0.5125,0.10743,0.4535,136.4466667,0.64207277,123.4482759,0.672483766,2353,0.656604998,2851,0.583517874
FBgn0028540,old singleton,5826,3,9,433.3333333,558.2857143,433,772,894,0.544768069,0.516720604,0.0787816,0.4049,19.39179487,0.888106725,6.586206897,0.548469388,291,0.665384615,471,0.69612069
FBgn0035258,old singleton,1452,2,3,537.3333333,389,105,239,516,0.585741811,0.572254335,0.260438,0.4627,0.349487179,0.942900857,3.896551724,0.983974359,32,0.915384615,46,0.990421456
FBgn0000370,old singleton,8662,4,8,438.375,1225.875,444,470,1074,0.511343805,0.527923211,0.133741,0.4569,271.0435897,0.557682026,141.2068966,0.566964286,3378,0.458447802,4684,0.457635468
FBgn0035880,old singleton,3942,4,9,760,139,88,669.8571429,1927.5,0.563837129,0.51863354,0.0798977,0.3682,10.84666667,0.962700124,18.20689655,0.823836276,171,0.73951049,189,0.875525652
FBgn0035000,old singleton,910,1,2,427.5,55,296,121,435,0.573059361,0.589041096,0.247288,0.4994,0.249487179,0.928211333,0.482758621,0.785714286,7,0.948717949,29,0.891625616
FBgn0013718,old singleton,42381,12,22,325.7727273,3543.727273,236.0833333,820,1413.75,0.514760148,0.5799508,0.180427,0.4283,24.02487179,0.618558137,25.86206897,0.835820896,543,0.516346154,688,0.44137931
FBgn0030262,old singleton,930,2,4,294.5,67,81,176,480,0.532091097,0.523809524,0.191084,0.3619,21.72153846,0.823650718,9.482758621,0.909798535,610,0.825174825,567,0.804462475
FBgn0054039,old singleton,2614,1,4,174.75,638.3333333,86,16,594,0.4639866,0.539363484,0.156293,0.4059,7.536923077,0.761681402,32.31034483,0.687127976,641,0.581908832,229,0.508045977
FBgn0083946,old singleton,24212,1,9,317.6666667,2669.125,122,43,2691,0.479955457,0.547141797,0.112124,0.4221,1.446666667,0.99841769,1.24137931,0.95,32,0.730769231,89,0.829885057
FBgn0083960,old singleton,7020,1,11,566.7272727,78.6,67,155,6009,0.53659348,0.532102462,0.0905674,0.4337,0.445384615,0.997871156,0.827586207,0.964285714,22,0.917582418,63,0.853448276
FBgn0083967,old singleton,1961,2,5,363.2,65,157.5,493.5,480,0.544513458,0.575569358,0.149845,0.3961,8.54974359,0.590628757,19.10344828,0.757042254,500,0.375331565,770,0.386879731
FBgn0083970,old singleton,485,1,1,485,0,41,84,357,0.55,0.533333333,0.195885,0.3975,17.47615385,0.946500675,17.5862069,0.83105939,205,0.512820513,276,0.770114943
FBgn0083976,old singleton,1903,1,4,433,57,60,751,918,0.489685125,0.490770901,0.0818916,0.396,7.537435897,0.365137202,11.72413793,0.568681319,382,0.473372781,624,0.362068966
FBgn0083977,old singleton,3694,4,8,569.375,313.6,202,222,2265,0.555555556,0.514109347,0.115363,0.3845,1.651538462,0.727900297,1.620689655,0.7,106,0.456043956,241,0.757471264
FBgn0085203,old singleton,902,1,3,240,91,46,20,651,0.466360856,0.5382263,0.113744,0.3702,2.728205128,0.50392773,1.448275862,0.785714286,44,0.615384615,150,0.711206897
FBgn0085233,old singleton,547,2,3,231.3333333,64.5,145,136.5,198,0.484126984,0.492063492,0.216321,0.3992,6.519487179,0.999117494,4.793103448,0.977990033,106,0.844322344,197,0.845785441
FBgn0085246,old singleton,738,1,1,738,0,112,209,414,0.496402878,0.498800959,0.199853,0.465,0.527692308,0.930630463,0.034482759,1,24,0.946153846,108,0.996089584
FBgn0085250,old singleton,2576,2,4,424.25,705.5,128,500.5,327,0.566666667,0.512121212,0.276318,0.3983,0.028461538,0.942857143,7.206896552,0.991017964,29,0.96875,73,0.960446247
FBgn0085265,old singleton,1161,2,6,222.6666667,72,211,44.5,537,0.492592593,0.494444444,0.169967,0.396,3.37025641,0.952658478,4.793103448,0.943783069,91,0.600961538,93,0.845841785
FBgn0085294,old singleton,534,1,2,233.5,67,34,94,336,0.418879056,0.442477876,0.344925,0.3708,0.906410256,0.96015198,1.034482759,0.882653061,46,0.877622378,52,0.940108893
FBgn0085322,old singleton,868,2,4,260.5,64,47,194,252,0.501960784,0.482352941,0.226581,0.4032,21.94820513,0.665845483,7.689655172,0.567226891,192,0.604072398,258,0.511156187
FBgn0085442,old singleton,7046,7,14,627.3571429,897.9090909,198,961.6666667,1535.571429,0.548305513,0.466363177,0.0837322,0.3687,14.95179487,0.395861264,38.13793103,0.509047619,721,0.61183432,797,0.364171573
FBgn0085454,old singleton,1754,1,1,1754,0,102,53,1596,0.532833021,0.58286429,0.124964,0.4085,2.087179487,0.997508564,10.51724138,0.977150538,158,0.680995475,233,0.847634322
FBgn0085468,old singleton,1525,2,4,211,409,82,177,294,0.516129032,0.620967742,0.149581,0.4701,154.49,0.591762315,19.4137931,0.787477954,665,0.673076923,1264,0.594218042
FBgn0086371,old singleton,5095,2,4,617.75,2680.5,144,259,753,0.517195767,0.535714286,0.135482,0.438,19.93230769,0.839221934,13.34482759,0.788903061,539,0.681034483,1097,0.382282996
FBgn0086451,old singleton,6708,1,4,1618,78.66666667,104,77,6288,0.515339374,0.497536163,0.0927567,0.406,4.382051282,0.741311454,2.724137931,0.878968254,153,0.711538462,484,0.617241379
FBgn0086677,old singleton,34147,2,5,2934.4,11884.5,1036.5,4697,1680,0.608437314,0.539512775,0.152361,0.4186,1.495128205,0.909180394,13.03448276,0.780997305,48,0.853846154,42,0.672413793
FBgn0086691,old singleton,911,2,4,190.75,150.5,105,59.5,414,0.532374101,0.549160671,0.191444,0.4468,77.04153846,0.879598378,83.20689655,0.779230442,2881,0.634053902,1728,0.63457533
FBgn0086695,old singleton,2371,2,4,610,58,301,83,1704,0.592852958,0.522554189,0.134003,0.414,1.073076923,0.890350877,2.965517241,0.933333333,175,0.814102564,191,0.902758621
FBgn0086704,old singleton,10951,3,11,274,1017.777778,239,273,1411,0.581736909,0.51532567,0.0993706,0.3969,9.963846154,0.961281112,14.55172414,0.826388889,114,0.701183432,104,0.835249042
FBgn0243516,old singleton,16456,12,18,377,1385.133333,290.8571429,842.5,2284,0.581086362,0.508792497,0.183514,0.3766,7.122051282,0.782910072,26.37931034,0.639751553,436,0.597165992,619,0.441570881
FBgn0250850,old singleton,6806,1,9,458.1111111,335.375,100,315,3705,0.519147789,0.520496224,0.0784322,0.4378,4.574358974,0.795955787,9.103448276,0.91,432,0.741758242,355,0.881465517
FBgn0259167,old singleton,2717,2,4,903,427.5,615,107,1527,0.532193732,0.526495726,0.127965,0.3976,2.641282051,0.912798642,0.344827586,0.678571429,21,0.923076923,117,0.890394089
FBgn0259173,old singleton,14083,4,11,634.8181818,1025.111111,577.5,574,3103.5,0.560168472,0.544524669,0.115046,0.4119,6.371794872,0.704174229,14.03448276,0.681184669,291,0.623931624,376,0.785145889
FBgn0259203,old singleton,4340,4,9,709.8888889,64.42857143,107,728.875,285,0.572916667,0.527777778,0.214377,0.5104,10.76205128,0.531899354,7.724137931,0.739417989,210,0.533653846,302,0.486388385
FBgn0259682,old singleton,4009,8,16,204.9375,262.8125,105.25,203,1295.25,0.538918598,0.538918598,0.145287,0.4169,34.29128205,0.816116397,216.2758621,0.871851813,6664,0.61897268,1520,0.88429997
FBgn0259707,old singleton,1116,1,3,333.6666667,57.5,121,256,621,0.572115385,0.53525641,0.170753,0.5103,5.763076923,0.833276075,8.75862069,0.829545455,110,0.78959276,352,0.567639257
FBgn0259715,old singleton,1397,1,1,1397,0,156,35,1203,0.568822554,0.518242123,0.0967418,0.399,29.97410256,0.866682689,76.65517241,0.745959333,1404,0.855410691,1070,0.813545323
FBgn0259717,old singleton,744,1,2,345.5,53,104,323,261,0.458333333,0.537878788,0.227961,0.4411,37.18871795,0.412001152,10.72413793,0.639030612,402,0.583710407,865,0.386056972
FBgn0259749,old singleton,5367,3,6,636.5,1366.25,157.5,280.5,1486,0.569417786,0.532949456,0.119515,0.4848,36.05076923,0.797344481,34.72413793,0.617524917,1805,0.646240765,1160,0.771324864
FBgn0259831,old singleton,697,1,2,294,109,34,248,303,0.460784314,0.581699346,0.162768,0.4874,0.277179487,0.961218837,0.103448276,0.928571429,6,0.923076923,14,0.793103448
FBgn0259937,old singleton,11467,5,15,280,1389.714286,78,238.2,1355.4,0.55664702,0.558611657,0.176627,0.5556,16.19051282,0.857516735,45.34482759,0.906691523,2154,0.722254844,2499,0.735272989
FBgn0260012,old singleton,5741,2,15,335.4666667,80.85714286,183.3333333,744,3654,0.500136724,0.509433962,0.080929,0.4227,8.244871795,0.524129314,15.17241379,0.823359073,482,0.635451505,393,0.71182266
FBgn0260229,old singleton,1728,1,5,284,77,13,226.8,270,0.490842491,0.498168498,0.265213,0.397,13.53667056,0.748722088,7.793103448,0.684782609,296,0.564102564,591,0.600880411
FBgn0260398,old singleton,1970,3,5,1154,70,435.6666667,141,1112,0.528218695,0.48324515,0.109603,0.4093,5.282051282,0.690438923,12,0.817669173,419,0.590811966,687,0.714352283
FBgn0260655,old singleton,5095,2,9,562.3333333,106.8571429,76,184.5,3957,0.493181818,0.509343434,0.0719416,0.3959,9.832051282,0.921498199,6.068965517,0.904761905,158,0.633333333,369,0.504310345
FBgn0260759,old singleton,1301,1,3,365,103,100,266.5,459,0.545454545,0.545454545,0.136427,0.349,13.53667056,0.748722088,12.37931034,0.679563492,401,0.540942928,749,0.473013493
